"Total.Costs","Total.Utility"
20955.1773513017,0.224442280235665
2479.85198349501,0.0392064107016934
6856.79486386055,0.0694411891708369
25340.5231972627,-0.0429646669533453
25933.2193231083,0.330913439060077
8729.71756517511,0.130719251566013
27103.7124571607,0.187682473786383
4060.58590361647,0.0735585380291669
26486.1723148562,0.21349332909909
1396.40392662297,0.00784630338511828
27084.314571338,0.190250057834738
35908.0366336735,0.113833669120603
26115.8353877976,0.193252859181369
27707.7622837233,0.326580428831875
25985.0927324782,0.309056486264842
26060.8546255959,0.26303488195567
25680.4536308095,0.261229762249196
27070.519512568,0.2042627959723
26041.5578370645,0.293323922252398
27024.8088754287,0.210313504875871
38393.8684331895,0.0356585428461729
26942.3326411269,0.135415338410953
26084.2183458991,0.31989991185314
28252.9811431082,0.245552859984597
26321.0381406304,-0.000340282983386886
26547.0970939806,0.289604223902058
40262.8697227098,0.0656306897438066
26644.5867254283,0.258819733070137
26005.2397390806,0.27412790925201
21648.9518604302,-0.0423950772900393
28267.9893487367,0.287054455694688
26212.0508421253,0.311194413963927
25937.8880329867,0.247473528780517
40148.0893273702,-0.140727576165401
21083.2256236647,0.204632792286875
26082.0537372292,0.308343626023166
26471.6250924401,0.240411221777799
28491.8879858514,0.217088192527495
35772.2741580572,0.0933235579603339
27079.6307217923,0.208226346538791
26972.3545375437,0.178840334703461
26080.1375261918,0.260186352332047
39827.5254444717,0.166890967057466
27105.6947064016,0.141014812262726
25918.0775928801,0.308615848321641
25871.5888208503,0.258861685340529
35867.4599009663,0.109622749189617
49520.0167613343,-0.0400050693198972
27065.5159085617,0.180147799075309
42503.3422089888,0.130364149482879
44724.0997551932,-0.0863444141221676
27660.8907366342,0.358395901059752
7367.43761378705,0.079838353736593
26558.0548974272,0.213791483029229
49469.8154575229,-0.0963655867222277
26872.5231687717,0.1450146013822
26096.3738035768,0.361924798385575
4098.05893695679,0.0960516832402582
2934.09712193233,0.0482010742391096
21658.6032509744,-0.0343245053869467
31069.0179924408,0.0256759497472921
11662.3855561498,0.128440653475212
25993.7418925669,0.238360844638364
1512.14896618342,0.0278708860327095
26090.3411184565,0.281313984112775
6900.62537227965,0.0618489743051726
26862.4542083289,0.168330430449498
21604.3709872955,-0.0720636326343161
27097.4960616253,0.165749467219827
26408.8293948621,-0.0147597834813833
26096.5354278036,0.247201219231566
25983.8829351838,0.296584061369338
26670.1522625499,0.200964063830321
25873.1418297234,0.264864314005904
36233.860946535,0.044938953389162
22148.064172874,-0.10988765047593
32687.4217943329,0.090208126010307
24736.3503249429,0.0524718784829427
16284.2828841613,0.148767257437633
27126.0867265866,0.180950563110408
21649.8339466486,-0.0584879323162378
20985.0662171756,0.184093717740662
26127.8836471622,0.289872573998136
6954.58121270524,0.0714312420182199
31097.200573821,0.0407017866533289
16248.7029317284,-0.086299973042595
25860.5703083681,0.233797928921678
13267.3221198191,0.159535451042875
28004.6824204147,0.277318087153955
1417.40789473872,0.0130919182882216
26053.5801202589,0.278827404823267
21676.4248286084,-0.0583240890068302
17246.4469435619,0.00696808784082745
2486.23467420625,0.0452394067389036
39973.7448065893,0.16557781986968
29086.7217173446,0.121183672847771
36246.9320067434,0.0623883925806381
23719.4478282288,-0.0227948846106466
26158.4611452789,0.322908949160398
30987.9304473715,0.0665014751193684
21622.7492479191,-0.0363206460180995
3540.85724980449,0.00692640601608557
26774.1531984525,0.257152009195587
1530.27030058095,0.0307536249534298
26225.9060354681,0.286715627653949
26759.4430989072,0.198770468213816
26294.4101704449,0.0046049569760715
2521.69194427979,0.0528825587057969
40969.5773473693,0.0952046429195617
42478.6881004627,0.107826162124546
40834.4958890947,0.0563203170221329
26035.9289842008,0.284494116299302
27266.1127440063,0.240962630875967
40324.4606317033,0.161582425387489
42216.9080965815,0.25345732385204
25561.550040909,0.222454027535618
33056.0727714587,0.0464992893571304
26338.5169261319,-0.0105309730458312
26448.3286481485,0.2318783508477
42659.5248243721,0.135250261722893
26674.0423134114,0.217530395511645
21619.2830570518,-0.0396675750814739
36281.5780068866,0.0666213752525514
11744.9266946105,0.120813857539083
25902.911451747,0.283216113141552
25960.2334624302,0.340502552816708
29355.1243430037,0.15228503893188
26493.0503534504,0.227797583069265
27185.8807674397,0.230646474935436
1375.13394783902,0.0103372983967033
40336.5387269815,0.142577473516323
26109.121211072,0.300299587311313
8567.64895251699,0.111318902460389
26133.2637530414,0.253135385027611
26255.1292520972,0.19098655259078
26513.9301103238,0.19361338568446
35840.4612430028,0.0978589578551256
26373.8912206765,0.00159290001844727
26100.3259069301,0.273432834784906
26063.0441690816,0.264527422973242
2491.50357015706,0.0426036890307214
26644.6790514958,0.238014375637832
25979.53665071,0.160301733329918
26626.3392034805,0.289197435708155
26193.732928404,0.0164675311941056
16250.7101694156,-0.0873569723606247
39873.2543222588,0.119511476085035
27036.1518021027,0.208373055298008
26114.2188903663,0.272065748808852
26131.1239255326,0.306824504018726
31577.8024051212,-0.0347689550012469
25780.3159457052,0.212849016059473
25879.1033030614,0.28934787674106
26392.3828382917,0.0189316422957921
26386.7668937775,0.197191975445082
26620.0078385433,0.193125604949898
35777.870573887,0.0689089164537901
26055.2584850903,0.279482920518428
26059.6995014434,0.324191297041481
26465.2672339027,0.245927095464888
26147.2699573025,0.306729534818811
26921.8222365442,0.184723731549073
2951.63241941101,0.0554053945960477
27053.6313277356,0.233015203909277
35787.9331224383,0.06664597764008
26080.0100422886,0.29989948089869
30990.6694017697,0.0530240718438591
25994.7718102072,0.263668501955694
16388.7630956923,0.149373379465143
16859.4694764201,0.114003176579545
36236.1321872294,0.0251034889933171
26095.1181849582,0.277503335396349
28458.1433858524,0.189445303495795
1353.02115829181,0.0102069708072333
20575.1418235331,-0.0727346019846037
25880.2293787771,0.277759130300119
20949.1447933405,0.175902688959704
26101.8942651857,0.321250173741747
23150.8693332115,0.0200546810962704
1399.26505329712,0.0211591236083849
27199.7323516675,0.213076325173228
2525.26447086131,0.0547982398249373
40513.5136451392,0.12115398366507
39832.9080356799,0.122179464430067
26245.6140558797,0.305357345829435
27711.3449113697,0.164166744195691
26067.862792587,0.289158597314664
26565.0176634509,0.223576251602617
26858.7383410743,-0.0892073890678438
41408.8361851757,0.152506778593692
21327.023889255,0.223803778663338
20929.4891660342,0.206498078192605
26653.9145567689,0.232900136170943
36654.7706474355,-0.0212581494726673
1495.82265886276,0.0291215465744067
1531.35544615065,0.0381439614614057
26630.588923122,0.24438631321019
2492.25633911411,0.057423394673343
39724.4160193069,0.101598258747391
35806.8975742319,0.100702732870473
26666.4273397132,0.216938965718373
1369.59019163126,0.0135425798905049
1452.58356683106,0.0117568997443374
26601.2763758901,0.176889134791031
30012.6523761149,-0.0020185666825897
26107.6613942913,0.266706454635597
2505.16768686358,0.0330458627865607
27132.463039717,0.183018635861171
26003.3035538505,0.268119323720856
27011.0809282584,0.181323860543941
26550.6837157422,0.224870296475373
39812.2510122747,0.145191373268371
21642.0779479402,-0.0356566918956668
6783.47395305091,0.0386398850428739
27132.3070504387,0.218906833159562
26126.3969316202,0.347373284618248
7097.97519260784,0.0743623261119785
26120.6770101344,0.258367878517637
26026.643358556,0.336045770985992
26643.2710414945,0.179057037141174
26010.6331041231,0.263309531664649
26090.7414342151,0.304590158841066
26130.8870388625,0.262561057415158
26034.7880202534,0.285390377896525
18443.5535599515,0.128875948719449
26682.1994713718,0.241674474107898
25932.0689064949,0.310213340755145
39837.7147751347,0.133888685860292
25985.1638389194,0.31811526132017
27939.9810328812,0.0514794552692654
31126.2579471222,0.0991550646129602
26560.7567767994,0.228639399368174
7598.96976086771,-0.0144297376460538
11466.9085742661,0.0683774764012963
26188.9650532302,0.281912275292119
26147.7424598151,0.29532130740189
39512.3112246606,0.139644082009282
26128.5972948585,0.293346942653656
26367.9398464493,0.00985833264904624
26139.532367373,0.286629531424963
36267.2233452178,0.0380843153211553
26451.4436403985,0.26885761271859
28214.8680511918,0.315446310556159
3029.52201158997,0.0559874568748964
39789.9864218832,0.218774254636952
25894.260769007,0.286107668872718
26700.7674330844,-0.0737909432477645
23235.2778128384,0.0192206241726487
39727.0796415027,0.155452699153783
25960.8851233776,0.274164820864138
31048.5115958937,0.0667302662842178
29512.0418707281,0.119386532705651
17008.7396508402,0.0901669079866154
11545.1590751476,0.0884493333892743
26982.7657536781,0.21035514061748
26287.884687933,0.0041783757576697
40717.6800244935,0.178131387298742
11823.4608060396,0.0853009107453825
21678.6144549217,-0.0449312574787017
1499.37708489865,0.0261554460742031
26529.4478663348,0.217591126174994
41340.0834046385,0.188196774774516
1384.18621961554,0.00845371283774786
26394.4016390384,0.0152822656893142
26126.7342805167,0.281105545885597
40155.0061714656,-0.111202389863612
26073.2365945743,0.294477355971821
26045.125017607,0.265571632344051
39845.7750618756,0.0856349363145331
